"","Municipio","MUESTRA","UBICACIÓN","MUESTREO","GEOREFERENCIACIÓN","ÁREA.GEOGRAFICA","ANÁLISIS.EFECTUADO","SECTOR.AMBIENTAL","RESULTADOS","Picloram","Metomilo","Imazapir","Imidacloprid","Dimetoato","Atz-OH","Atz-desisopropil","Imazetapir","Imazapic","Pirimicarb","Aldicarb","Atz-desetil","Metsulfurón.Metil","Imazaquin","Alaclor","Diclorvos","Carbofuran","Metribuzin","Diclosulam","Carbaril","Metalaxil","Ametrina","Atrazina","Hidroxiatrazina","DEET","Flumioxazin","Paratión.metil","Fomesafen","Clorimurón.etil","Malatión","Epoxiconazol","Azoxystrobina","Triticonazol","Flurocloridona","Metolaclor","Acetoclor","Acetamiprid","Clorpirifos-Metil","Metconazol","Kresoxim.metil","Tebuconazol","Pirimifos.metil","Diazinon","Piperonil.butóxido","Clorpirifos","Tetrametrina","Aletrina","Pendimentalin","Dicamba","Fipronil","2,4-DB","2,4-D","Halauxifen-M","Glifosato","AMPA","Glufosinato","POCs","y-HCH","β-HCH","y-Chlordane","α-Chlordane","Endosulfán","α-Endosulfan","β-Endosulfan","Endosulfán.sulfato","p,p’-DDT","p,p’-DDE","p,p.́-DDD","Aldrin","Dieldrin","Eldrin","Heptacloro","Heptacloro.epóxido","Fluorocloridona","Dietil-toluamida","FECHA","LABORATORIO","INVESTIGADOR/A","SOLICITANTE.DEL.ESTUDIO","RESULTADOS","INFORME.|.PAPER","CITA.PAPER","COMENTARIO"
"68","Mar Chiquita","0 – 5 cm (Sembrado)","Arroyo El Crespo",NA,"-37.817879726697996, -57.603159529465245","Zona Rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,5-1224 (μg/kg)","0,5-7345 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/17Bb2xfqd0JdkJBSB82UqYlxvoymR5pIc/view","Dato recuperado del articulo: Okada, E. et al. (2018). Non-point source pollution of glyphosate and AMPA in a rural basin from the southeast Pampas, Argentina. Environmental Science and Pollution Research 25:15120–15132.","Muestra tomada dentro del Municipio de Mar Chiquita.  Georreferenciación estimada, ubicación pendiente de verificación."
"69","Necochea","5 – 9 cm (Sembrado)","Rio Quequén Grande",NA,"-38.1739648526196, -59.249743252629614","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17-28 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/13UEAqT_0i6W1el65aQWFEx3GBfFVhs8B/view?usp=drive_open","Dato recuperado del articulo: Lupi, L. et al. (2019). Glyphosate runoff and its occurrence in rainwater and subsurface soil in the nearby area of agricultural fields in Argentina. Chemosphere,
225: 906-914","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"70","Necochea","5 – 10 cm (Sembrado)","Rio Quequén Grande",NA,"-38.18819420478193, -59.23519283385988","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,52 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/13UEAqT_0i6W1el65aQWFEx3GBfFVhs8B/view?usp=drive_open","Dato recuperado del articulo: Lupi, L. et al. (2019). Glyphosate runoff and its occurrence in rainwater and subsurface soil in the nearby area of agricultural fields in Argentina. Chemosphere,
225: 906-914","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"71","Necochea","15 – 20 cm (Sembrado)","Rio Quequén Grande",NA,"-38.18963499687622, -59.232156722856736","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,27 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/13UEAqT_0i6W1el65aQWFEx3GBfFVhs8B/view?usp=drive_open","Dato recuperado del articulo: Lupi, L. et al. (2019). Glyphosate runoff and its occurrence in rainwater and subsurface soil in the nearby area of agricultural fields in Argentina. Chemosphere,
225: 906-914","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"72","Necochea","20 – 30 cm (Sembrado)","Rio Quequén Grande",NA,"-38.17590128856865, -59.24928497172349","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,71 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/13UEAqT_0i6W1el65aQWFEx3GBfFVhs8B/view?usp=drive_open","Dato recuperado del articulo: Lupi, L. et al. (2019). Glyphosate runoff and its occurrence in rainwater and subsurface soil in the nearby area of agricultural fields in Argentina. Chemosphere,
225: 906-914","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"73","Necochea","100 cm (Sembrado)","Rio Quequén Grande",NA,"-38.190130262576425, -59.23152658661081","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/13UEAqT_0i6W1el65aQWFEx3GBfFVhs8B/view?usp=drive_open","Dato recuperado del articulo: Lupi, L. et al. (2019). Glyphosate runoff and its occurrence in rainwater and subsurface soil in the nearby area of agricultural fields in Argentina. Chemosphere,
225: 906-914","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"74","Necochea","0 – 5 cm ( No sembrado)","Rio Quequén Grande",NA,"-38.19123958802777, -59.23059542668018","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,67(μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/13UEAqT_0i6W1el65aQWFEx3GBfFVhs8B/view?usp=drive_open","Dato recuperado del articulo: Lupi, L. et al. (2019). Glyphosate runoff and its occurrence in rainwater and subsurface soil in the nearby area of agricultural fields in Argentina. Chemosphere,
225: 906-914","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"75","Necochea","5 – 10 cm (No sembrado)","Rio Quequén Grande",NA,"-38.15845523953892, -59.244114713411115","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,43 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/13UEAqT_0i6W1el65aQWFEx3GBfFVhs8B/view?usp=drive_open","Dato recuperado del articulo: Lupi, L. et al. (2019). Glyphosate runoff and its occurrence in rainwater and subsurface soil in the nearby area of agricultural fields in Argentina. Chemosphere,
225: 906-914","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"76","Necochea","15 – 20 cm (No sembrado)","Rio Quequén Grande",NA,"-38.17692076642689, -59.24892666292551","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,43 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/13UEAqT_0i6W1el65aQWFEx3GBfFVhs8B/view?usp=drive_open","Dato recuperado del articulo: Lupi, L. et al. (2019). Glyphosate runoff and its occurrence in rainwater and subsurface soil in the nearby area of agricultural fields in Argentina. Chemosphere,
225: 906-914","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"77","Necochea","20 – 30 cm (No sembrado)","Rio Quequén Grande",NA,"-38.18268465567771, -59.241594168427376","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,47 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/13UEAqT_0i6W1el65aQWFEx3GBfFVhs8B/view?usp=drive_open","Dato recuperado del articulo: Lupi, L. et al. (2019). Glyphosate runoff and its occurrence in rainwater and subsurface soil in the nearby area of agricultural fields in Argentina. Chemosphere,
225: 906-914","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"78","General Pueyrredón","0 – 30 cm (Sembrado)","Laguna de Los Padres",NA,"-37.936420147956625, -57.73586151793692","Zona periurbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73,8 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1apAtAdCAINzhw4FW1uTqjIcMRI9esolJ/view","Dato recuperado del articulo: Miglioranza K. et al. (2002). Agricultural soil as a potential source of input of Organochlorine Pesticides into a nearby pond. Environmental Science and
Pollution Research 9 (4) 250-256.
","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"79","General Pueyrredón","45 – 60 cm (Sembrado)","Laguna de Los Padres",NA,"-37.94495289709298, -57.74535407132607","Zona periurbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"396,4 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1apAtAdCAINzhw4FW1uTqjIcMRI9esolJ/view","Dato recuperado del articulo: Miglioranza K. et al. (2002). Agricultural soil as a potential source of input of Organochlorine Pesticides into a nearby pond. Environmental Science and
Pollution Research 9 (4) 250-256.
","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"80","General Pueyrredón","0 – 15 cm (Sembrado)","Laguna de Los Padres",NA,"-37.937023912774706, -57.729941430877034","Zona periurbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30,19 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1FdpB3Thw-sBX_5Bo_A6yVxKTDCZ4i5bH/view","Dato recuperado del articulo: Miglioranza, K. et al. (2003) “Dynamics of organochlorine pesticides in soils from a southeastern region of Argentina”. Environmental Toxicology and Chemistry, 22 (4), 712-717.
","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"81","General Pueyrredón","15 – 30 cm (Sembrado)","Laguna de Los Padres",NA,"-37.93468932799189, -57.73499391897126","Zona periurbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9,51 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1FdpB3Thw-sBX_5Bo_A6yVxKTDCZ4i5bH/view","Dato recuperado del articulo: Miglioranza, K. et al. (2003) “Dynamics of organochlorine pesticides in soils from a southeastern region of Argentina”. Environmental Toxicology and Chemistry, 22 (4), 712-717.
","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"82","General Pueyrredón","45 – 55 cm (Sembrado)","Laguna de Los Padres",NA,"-37.935252855245594, -57.74009744229875","Zona periurbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12,11 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1FdpB3Thw-sBX_5Bo_A6yVxKTDCZ4i5bH/view","Dato recuperado del articulo: Miglioranza, K. et al. (2003) “Dynamics of organochlorine pesticides in soils from a southeastern region of Argentina”. Environmental Toxicology and Chemistry, 22 (4), 712-717.
","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"83","General Pueyrredón","0 – 15 cm ( No sembrado)","Laguna de Los Padres",NA,"-37.946763966378946, -57.74433336666057","Zona periurbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"656,1 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1FdpB3Thw-sBX_5Bo_A6yVxKTDCZ4i5bH/view","Dato recuperado del articulo: Miglioranza, K. et al. (2003) “Dynamics of organochlorine pesticides in soils from a southeastern region of Argentina”. Environmental Toxicology and Chemistry, 22 (4), 712-717.
","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"84","General Pueyrredón","15 – 30 cm ( No sembrado)","Laguna de Los Padres",NA,"-37.939277924275686, -57.72963521947738","Zona periurbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89,69 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1FdpB3Thw-sBX_5Bo_A6yVxKTDCZ4i5bH/view","Dato recuperado del articulo: Miglioranza, K. et al. (2003) “Dynamics of organochlorine pesticides in soils from a southeastern region of Argentina”. Environmental Toxicology and Chemistry, 22 (4), 712-717.
","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"85","General Pueyrredón","45 – 55 cm ( No sembrado)","Laguna de Los Padres",NA,"-37.93700194955798, -57.7249828935045","Zona periurbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30,43 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1FdpB3Thw-sBX_5Bo_A6yVxKTDCZ4i5bH/view","Dato recuperado del articulo: Miglioranza, K. et al. (2003) “Dynamics of organochlorine pesticides in soils from a southeastern region of Argentina”. Environmental Toxicology and Chemistry, 22 (4), 712-717.
","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"86","Mar Chiquita","-","Arroyo El Crespo",NA,"-37.81050234826023, -57.60054606304424","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,50-75,50 (μg/kg)","0,50-226 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/17Bb2xfqd0JdkJBSB82UqYlxvoymR5pIc/view","Dato recuperado del articulo: Okada, E. et al. (2018). Non-point source pollution of glyphosate and AMPA in a rural basin from the southeast Pampas, Argentina. Environmental Science and Pollution Research 25:15120–15132.","Muestra tomada dentro del Municipio de Mar Chiquita.  Georreferenciación estimada, ubicación pendiente de verificación."
"87","Mar Chiquita","-","Arroyo El Crespo",NA,"-37.81312556341294, -57.58723602849908","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,12 (μg/kg)","24,04 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,65  (μg/kg)","9,17 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,"0,007 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,"3,85 (μg/kg)","6,18 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/15zx2K4bEPjADLpalGuYmauJIA_BlExPl/view","Dato recuperado del articulo: Pérez DJ. et al. (2017). Spatial and temporal trends and flow dynamics of glyphosate and other pesticides within an agricultural watershed in Argentina. Environmental Toxicology and Chemistry. 36:3206–3216.","Muestra tomada dentro del Municipio de Mar Chiquita.  Georreferenciación estimada, ubicación pendiente de verificación."
"88","Necochea","-","Rio Quequén Grande",NA,"-38.17929204365574, -59.24757527971448","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 (μg/kg)","5 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1p1o4ra1N-bzOL3_gI8LReXO24hLe2_Kr/view","Dato recuperado del articulo: Lupi, L et al. (2015). Occurrence of glyphosate and AMPA in an agricultural watershed from the southeastern region of Argentina. Science of the Total Environment 536 687–694.","Muestra tomada dentro del Municipio de Necochea.  Georreferenciación estimada, ubicación pendiente de verificación."
"89","General Alvarado","-","Arroyo Chocorí",NA,"-38.23784941452437, -58.190528539461994","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221,1 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1A6_pEcQ4I7DKAqpJ9b-ak4a7CdsvK8p2/view","Dato recuperado del articulo: Aparicio, V. et al. (2013). Environmental fate of glyphosate and aminomethylphosphonic acid in surface waters and soil of agricultural basins. Chemosphere 93, 1866–1873.","Muestra tomada dentro del Arroyo Chocorí.  Georreferenciación estimada, ubicación pendiente de verificación."
"90","Balcarce","-","Laguna La Brava",NA,"-37.87110085892199, -57.97958060120585","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16,4 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1s4S8i9aNnxsHjaWsh6r8vOx08KldY4iR/view?usp=drive_open","Dato recuperado del articulo: Castro Berman, M. et al. (2018) Occurrence and levels of glyphosate and AMPA in shallow lakes from the Pampean
and Patagonian regions of Argentina. Chemosphere 200: 513-522.","Muestra tomada dentro del Municipio de Balcarce.  Georreferenciación estimada, ubicación pendiente de verificación."
"91","General Pueyrredón","-","Laguna de Los Padres",NA,"-37.93289496849746, -57.739037287691126","Zona periurbana","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,07 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1s4S8i9aNnxsHjaWsh6r8vOx08KldY4iR/view?usp=drive_open","Dato recuperado del articulo: Castro Berman, M. et al. (2018) Occurrence and levels of glyphosate and AMPA in shallow lakes from the Pampean
and Patagonian regions of Argentina. Chemosphere 200: 513-522.","Muestra tomada dentro del Municipio de General Pueyrredón.  Georreferenciación estimada, ubicación pendiente de verificación."
"92","La Plata","-","Arroyo San Felipe",NA,"-35.37396, -57.15962",NA,"Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"235 (μg/kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://drive.google.com/file/d/1A6_pEcQ4I7DKAqpJ9b-ak4a7CdsvK8p2/view","Dato recuperado del articulo: Aparicio, V. et al. (2013). Environmental fate of glyphosate and aminomethylphosphonic acid in surface waters and soil of agricultural basins. Chemosphere 93, 1866–1873.","Muestra tomada dentro del Municipio de La Plata.  Georreferenciación estimada, ubicación pendiente de verificación."
