"","Municipio","MUESTRA","UBICACIÓN","MUESTREO","GEOREFERENCIACIÓN","ÁREA.GEOGRAFICA","ANÁLISIS.EFECTUADO","SECTOR.AMBIENTAL","RESULTADOS","Picloram","Metomilo","Imazapir","Imidacloprid","Dimetoato","Atz-OH","Atz-desisopropil","Imazetapir","Imazapic","Pirimicarb","Aldicarb","Atz-desetil","Metsulfurón.Metil","Imazaquin","Alaclor","Diclorvos","Carbofuran","Metribuzin","Diclosulam","Carbaril","Metalaxil","Ametrina","Atrazina","Hidroxiatrazina","DEET","Flumioxazin","Paratión.metil","Fomesafen","Clorimurón.etil","Malatión","Epoxiconazol","Azoxystrobina","Triticonazol","Flurocloridona","Metolaclor","Acetoclor","Acetamiprid","Clorpirifos-Metil","Metconazol","Kresoxim.metil","Tebuconazol","Pirimifos.metil","Diazinon","Piperonil.butóxido","Clorpirifos","Tetrametrina","Aletrina","Pendimentalin","Dicamba","Fipronil","2,4-DB","2,4-D","Halauxifen-M","Glifosato","AMPA","Glufosinato","POCs","y-HCH","β-HCH","y-Chlordane","α-Chlordane","Endosulfán","α-Endosulfan","β-Endosulfan","Endosulfán.sulfato","p,p’-DDT","p,p’-DDE","p,p.́-DDD","Aldrin","Dieldrin","Eldrin","Heptacloro","Heptacloro.epóxido","Fluorocloridona","Dietil-toluamida","FECHA","LABORATORIO","INVESTIGADOR/A","SOLICITANTE.DEL.ESTUDIO","RESULTADOS","INFORME.|.PAPER","CITA.PAPER","COMENTARIO"
"21","Lobos","4.0","Canal debajo del puente de la vía (camino a Salvador María)","N°2 (PRIMAVERA/VERANO)","-35.28027335105573, -59.14560390185598","Zona rural","Plaguicidas de uso actual","Agua Superficial","-------------------->",NA,NA,"<0,002 (µg/L)    ","0,028  (µg/L)    ",NA,"0,786 (µg/L)    ","0,022 (µg/L)  ","<0,0008 (µg/L)  ",NA,NA,NA,NA,"<0,0008 (µg/L)  ",NA,NA,NA,NA,NA,"<0,001 (µg/L)  ",NA,"<0,0007 (µg/L)  ","0,017 (µg/L)  ","0,227 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,"<0,002 (µg/L)  ",NA,NA,"<0,0007 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0009 (µg/L) ",NA,NA,NA,"0,073 (µg/L) ",NA,NA,"0,150  (µg/L) ",NA,"1,1 (µg/L) ","<0,15 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"22","Lobos","5.0","Canal debajo del puente de la vía (camino a Salvador María)","N°2 (PRIMAVERA/VERANO)","-35.28027335105573, -59.14560390185598","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,2 (µg/Kg)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,2 (µg/Kg) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<3,5 (µg/Kg) ",NA,"114,5 (µg/Kg)","94,5 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"23","Lobos","20.0","Canal Salgado (Pdo. de Lobos)","N°2 (PRIMAVERA/VERANO)","-35.129444, -59.093056","Zona rural","Plaguicidas de uso actual","Agua Superficial","-------------------->",NA,NA,NA,"0,011  (µg/L)  ",NA,"0,189 (µg/L)    ","0,034  (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0007 (µg/L)  ",NA,"0,035 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0006 (µg/L) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,049  (µg/L) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"24","Baradero","3.0","Club Regatas","UNICO","-33.799656185545565, -59.49742306304224","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,"<0,009 (µg/L)     ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,006(µg/L)  ",NA,NA,NA,"<0,004 (µg/L)   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,036 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/22/2022","EEA INTA BALCARCE","Dra. Virginia Aparicio","R.E.L.E.A (En conjunto con otras organizaciones socioambientales de Baradero)","https://drive.google.com/file/d/1n33E9iRAztiCsW48d3XPgU22qKDIPFsh/view","https://drive.google.com/file/d/1fg5Eyb6R-RzPOap4kF5pa1fCfh7-c48x/view",NA,NA
"25","Baradero","1.0","Coloma ","UNICO","-34.061477743857, -59.5581151058876","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,"<0,008 (µg/L)                    
",NA,"<0,009 (µg/L)     ",NA,"<0,004  (µg/L)   ",NA,NA,NA,"<0,002(µg/L)   ",NA,NA,NA,NA,NA,NA,"<0,006(µg/L)  ",NA,NA,NA,"<0,004 (µg/L)   ",NA,NA,NA,NA,NA,"<0,007 (µg/L)  ",NA,NA,NA,NA,NA,"0,058 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/22/2022","EEA INTA BALCARCE","Dra. Virginia Aparicio","R.E.L.E.A (En conjunto con otras organizaciones socioambientales de Baradero)","https://drive.google.com/file/d/1n33E9iRAztiCsW48d3XPgU22qKDIPFsh/view","https://drive.google.com/file/d/1fg5Eyb6R-RzPOap4kF5pa1fCfh7-c48x/view",NA,NA
"26","Baradero","2.0","CAPS alsina","UNICO","-33.907321657009696, -59.39312977231863","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,003(µg/L)   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,004 (µg/L)   ",NA,NA,NA,NA,NA,"<0,007 (µg/L)  ",NA,NA,NA,NA,NA,"0,044(µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/22/2022","EEA INTA BALCARCE","Dra. Virginia Aparicio","R.E.L.E.A (En conjunto con otras organizaciones socioambientales de Baradero)","https://drive.google.com/file/d/1n33E9iRAztiCsW48d3XPgU22qKDIPFsh/view","https://drive.google.com/file/d/1fg5Eyb6R-RzPOap4kF5pa1fCfh7-c48x/view",NA,NA
"27","Lobos","21.0","Canal Salgado (Pdo. de Lobos)","N°2 (PRIMAVERA/VERANO)","-35.129444, -59.093056","Zona rural","Plaguicidas de uso actual","Sedimentos","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 (µg/Kg)","4,1 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"28","Lobos","18.0","Ciudad de Lobos (Barrio Celeste y Blanco)","N°2 (PRIMAVERA/VERANO)","-35.18489245651553, -59.09773166205677","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,NA,"<0,005  (µg/L)  ",NA,NA,NA,NA,NA,"<0,0008 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0006 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,"<0,002 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0009 (µg/L) ",NA,NA,NA,NA,NA,NA,"<0,01 (µg/L) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"29","Lobos","17.0","Ciudad de Lobos (Barrio Plaza Tucumán)","N°2 (PRIMAVERA/VERANO)","-35.190065592576765, -59.09998522883642","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,"<0,002 (µg/L)    ",NA,NA,"<0,001 (µg/L)    ",NA,"<0,0008 (µg/L)  ","<0,002  (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,15 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"30","Lobos","15.0","Ciudad de Lobos (Tanque-BuenosAires y Arenales)","N°2 (PRIMAVERA/VERANO)","-35.18030978132422, -59.09741576731945","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,"<0,002 (µg/L)    ",NA,NA,NA,NA,"<0,0008 (µg/L)  ","<0,002  (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0007 (µg/L)  ",NA,"<0,0006 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0007 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,065 (µg/L) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"31","Lobos","13.0","Ciudad de Lobos (zona reserva acuífera)","N°1 (INVIERNO/OTOÑO)","-35.16931510044378, -59.079421878540465","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,347 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,004 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,"<0,0025 (µg/L)",NA,NA,NA,NA,NA,NA,NA,"55 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-17","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1V76nq5XoqFoi7sS-b62AUHE5FkxKtvxx/view","https://drive.google.com/file/d/1fg-fW1rVevCIQGtXdC2gYsQZEWi9Lj0T/view",NA,NA
"32","Lobos","13.0","Ciudad de Lobos (zona reserva acuífera)","N°2 (PRIMAVERA/VERANO)","-35.16931510044378, -59.079421878540465","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,"<0,0009  (µg/L)  ",NA,"0,014 (µg/L)    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0006 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,"<0,002 (µg/L)  ",NA,NA,NA,"<0,0006 (µg/L) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,060 (µg/L) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"33","Lobos","16.0","Cuidad de Lobos (Barrio Vinelli)","N°2 (PRIMAVERA/VERANO)","-35.18766117525273, -59.09388514379049","Zona urbana","Plaguicidas de uso actual","Agua de Red","-------------------->",NA,NA,NA,"<0,0009  (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0006 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,"<0,002 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"34","Lobos","10.0","Escuela N°3 de Las Chacras","N°1 (INVIERNO/OTOÑO)","-35.099219107047055, -59.1726595681874","Zona rural","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,NA,NA,"<0,009 (µg/L)    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0025 (µg/L)","<0,011 (µg/L)",NA,NA,"<0,019 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-17","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1V76nq5XoqFoi7sS-b62AUHE5FkxKtvxx/view","https://drive.google.com/file/d/1fg-fW1rVevCIQGtXdC2gYsQZEWi9Lj0T/view",NA,NA
"35","Lobos","10.0","Escuela N°3 de Las Chacras","N°2 (PRIMAVERA/VERANO)","-35.099219107047055, -59.1726595681874","Zona rural","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,NA,NA,"<0,001 (µg/L)    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0006 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,"<0,002 (µg/L)  ",NA,NA,"<0,0007 (µg/L)  ","0,013 (µg/L) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"36","Lobos","11.0","Escuela N°3 de Las Chacras","N°1 (INVIERNO/OTOÑO)","-35.099219107047055, -59.1726595681874","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,"4 (µg/Kg)    ",NA,NA,NA,NA,NA,"<1,8 (µg/Kg)    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,3 (µg/Kg)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,1(µg/Kg)  ",NA,NA,NA,NA,NA,NA,NA,NA,"4 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30,5 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-17","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1V76nq5XoqFoi7sS-b62AUHE5FkxKtvxx/view","https://drive.google.com/file/d/1fg-fW1rVevCIQGtXdC2gYsQZEWi9Lj0T/view",NA,NA
"37","Lobos","11.0","Escuela N°3 de Las Chacras","N°2 (PRIMAVERA/VERANO)","-35.099219107047055, -59.1726595681874","Zona rural","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,1 (µg/Kg)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,8 (µg/Kg)","10,5 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"38","Lobos","8.0","Junta Vecinal de Fomento Villa Loguercio","N°1 (INVIERNO/OTOÑO)","-35.27414228879443, -59.133713875916996","Zona urbana","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,002 (µg/L)    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,035 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,004 (µg/L)  ",NA,NA,NA,NA,NA,"<0,005(µg/L)",NA,NA,NA,"<0,011 (µg/L)",NA,NA,NA,NA,"<0,003 (µg/L)",NA,"<0,015 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-17","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1V76nq5XoqFoi7sS-b62AUHE5FkxKtvxx/view","https://drive.google.com/file/d/1fg-fW1rVevCIQGtXdC2gYsQZEWi9Lj0T/view",NA,NA
"39","Lobos","8.0","Junta Vecinal de Fomento Villa Loguercio","N°2 (PRIMAVERA/VERANO)","-35.27414228879443, -59.133713875916996","Zona urbana","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,NA,NA,"0,004 (µg/L)    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0006 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,170  (µg/L) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"40","Lobos","1.0","Laprida entre Sarmiento y Alberdi","N°1 (INVIERNO/OTOÑO)","-35.19363085576563, -59.09424277998461","Zona urbana","Plaguicidas de uso actual","Material vegetal","-------------------->",NA,NA,NA,NA,NA,"4,2 (µg/Kg)    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,2 (µg/Kg)    ",NA,"<0,45 (µg/Kg)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,6 (µg/Kg)    ",NA,NA,NA,NA,"<0,9 (µg/Kg)",NA,NA,"<0,3 (µg/Kg)","4,3 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-17","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1V76nq5XoqFoi7sS-b62AUHE5FkxKtvxx/view","https://drive.google.com/file/d/1fg-fW1rVevCIQGtXdC2gYsQZEWi9Lj0T/view",NA,NA
"41","Lobos","1.0","Laprida entre Sarmiento y Alberdi","N°2 (PRIMAVERA/VERANO)","-35.19363085576563, -59.09424277998461","Zona urbana","Plaguicidas de uso actual","Material vegetal","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<5,25 (µg/Kg) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"42","Lobos","22.0","Paraje La Porteña (Pdo.de Lobos","N°2 (PRIMAVERA/VERANO)","-35.23872426651332, -59.01737741405288","Zona rural","Plaguicidas de uso actual","Agua de Pozo","-------------------->",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,0009 (µg/L) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-12-19","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1UFmcnbR-wDph6HOtT47m8huwsi1PoJxK/view","https://drive.google.com/file/d/1kgf8boohTKyH9GuDH8rThXn1yPY6O_E2/view",NA,NA
"43","Lobos","2.0","Plaza 1810","N°1 (INVIERNO/OTOÑO)","-35.18532146695477, -59.09788545767282","Zona urbana","Plaguicidas de uso actual","Agua de Lluvia","-------------------->",NA,NA,NA,NA,NA,"<0,009 (µg/L)    ","0,007 (µg/L)    ",NA,NA,NA,NA,"0,003 (µg/L)    ",NA,NA,NA,NA,NA,NA,NA,NA,"<0,0004 (µg/L)  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<0,004 (µg/L)  ",NA,NA,NA,NA,NA,"<0,005(µg/L)",NA,NA,"<0,0025 (µg/L)","<0,011 (µg/L)",NA,NA,"<0,019 (µg/L)",NA,"0,042 (µg/L)",NA,"0,047 (µg/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-17","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1V76nq5XoqFoi7sS-b62AUHE5FkxKtvxx/view","https://drive.google.com/file/d/1fg-fW1rVevCIQGtXdC2gYsQZEWi9Lj0T/view",NA,NA
"44","Lobos","12.0","Plaza 1810","N°1 (INVIERNO/OTOÑO)","-35.18532146695477, -59.09788545767282","Zona urbana","Plaguicidas de uso actual","Suelo","-------------------->",NA,NA,NA,NA,NA,"2 (µg/Kg)    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 (µg/Kg)",NA,NA,NA,NA,NA,NA,"18,3 (µg/Kg)",NA,NA,"11 (µg/Kg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-17","EEA INTA BALCARCE","Dra. Virginia Aparicio","A.P.A.L (Organizaciones socioambientales de Lobos nucleadas)","https://drive.google.com/file/d/1V76nq5XoqFoi7sS-b62AUHE5FkxKtvxx/view","https://drive.google.com/file/d/1fg-fW1rVevCIQGtXdC2gYsQZEWi9Lj0T/view",NA,NA
